[14:10:51.090995598] (+?.?????????) lib.eal.thread.lcore.ready: { cpu_id = 0xC, name = "rte-worker-12" }, { lcore_id = 0xC, cpuset = "12" }
[14:10:51.091044990] (+0.000049392) lib.eal.thread.lcore.ready: { cpu_id = 0xD, name = "rte-worker-13" }, { lcore_id = 0xD, cpuset = "13" }
[14:10:51.091059249] (+0.000014259) lib.eal.thread.lcore.running: { cpu_id = 0xC, name = "rte-worker-12" }, { lcore_id = 0xC, f = 0x5651F811F980 }
[14:10:51.091059294] (+0.000000045) lib.eal.thread.lcore.stopped: { cpu_id = 0xC, name = "rte-worker-12" }, { lcore_id = 0xC }
[14:10:51.091061089] (+0.000001795) lib.eal.thread.remote.launch: { cpu_id = 0xB, name = "dpdk-testpmd" }, { f = 0x5651F811F980, arg = 0x0, worker_id = 0xC, rc = 0 }
[14:10:51.091064543] (+0.000003454) lib.eal.thread.lcore.running: { cpu_id = 0xD, name = "rte-worker-13" }, { lcore_id = 0xD, f = 0x5651F811F980 }
[14:10:51.091064590] (+0.000000047) lib.eal.thread.lcore.stopped: { cpu_id = 0xD, name = "rte-worker-13" }, { lcore_id = 0xD }
[14:10:51.091064739] (+0.000000149) lib.eal.thread.lcore.ready: { cpu_id = 0xE, name = "rte-worker-14" }, { lcore_id = 0xE, cpuset = "14" }
[14:10:51.091065672] (+0.000000933) lib.eal.thread.remote.launch: { cpu_id = 0xB, name = "dpdk-testpmd" }, { f = 0x5651F811F980, arg = 0x0, worker_id = 0xD, rc = 0 }
[14:10:51.091069426] (+0.000003754) lib.eal.thread.lcore.running: { cpu_id = 0xE, name = "rte-worker-14" }, { lcore_id = 0xE, f = 0x5651F811F980 }
[14:10:51.091069442] (+0.000000016) lib.eal.thread.lcore.stopped: { cpu_id = 0xE, name = "rte-worker-14" }, { lcore_id = 0xE }
[14:10:51.091070679] (+0.000001237) lib.eal.thread.remote.launch: { cpu_id = 0xB, name = "dpdk-testpmd" }, { f = 0x5651F811F980, arg = 0x0, worker_id = 0xE, rc = 0 }
[14:10:51.091090089] (+0.000019410) lib.eal.thread.lcore.ready: { cpu_id = 0xF, name = "rte-worker-15" }, { lcore_id = 0xF, cpuset = "15" }
[14:10:51.091091630] (+0.000001541) lib.eal.thread.lcore.running: { cpu_id = 0xF, name = "rte-worker-15" }, { lcore_id = 0xF, f = 0x5651F811F980 }
[14:10:51.091091645] (+0.000000015) lib.eal.thread.lcore.stopped: { cpu_id = 0xF, name = "rte-worker-15" }, { lcore_id = 0xF }
[14:10:51.091092966] (+0.000001321) lib.eal.thread.remote.launch: { cpu_id = 0xB, name = "dpdk-testpmd" }, { f = 0x5651F811F980, arg = 0x0, worker_id = 0xF, rc = 0 }
[14:10:51.349881994] (+0.000000102) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F46AC80 }
[14:10:51.349882002] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F46AC80 }
[14:10:51.349882097] (+0.000000095) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F46ABC0 }
[14:10:51.349882105] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F46ABC0 }
[14:10:51.349882200] (+0.000000095) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F46AB00 }
[14:10:51.349882208] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F46AB00 }
[14:10:51.349882304] (+0.000000096) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F46AA40 }
[14:10:51.349882312] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F46AA40 }
[14:10:51.349882408] (+0.000000096) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F46A980 }
[14:10:51.349882417] (+0.000000009) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F46A980 }
[14:10:51.349882515] (+0.000000098) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F46A8C0 }
[14:10:51.349882523] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F46A8C0 }
[14:10:51.349882623] (+0.000000100) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F46A800 }
[14:10:51.349882630] (+0.000000007) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F46A800 }
[14:10:51.349882728] (+0.000000098) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F46A740 }
[14:10:51.349882736] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F46A740 }
[14:10:51.349882833] (+0.000000097) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F46A680 }
[14:10:51.349882841] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F46A680 }
[14:10:51.349882863] (+0.000000022) lib.ethdev.callback_register: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x20, event = 14, cb_fn = 0x5651F7F0FD20, cb_arg = 0x0 }
[14:10:51.349886349] (+0.000003486) lib.eal.memzone.reserve: { cpu_id = 0xB, name = "dpdk-testpmd" }, { name = "rte_pdump_stats", len = 0x400008, socket_id = 0, flags = 0x0, align = 0x40, bound = 0x0, mz = 0x100007048 }
[14:10:51.349886886] (+0.000000537) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0 }
[14:10:51.349887063] (+0.000000177) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, owner_id = 0x0 }
[14:10:51.349887068] (+0.000000005) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1 }
[14:10:51.349887076] (+0.000000008) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, owner_id = 0x0 }
[14:10:51.349887086] (+0.000000010) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2 }
[14:10:51.349887092] (+0.000000006) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2, owner_id = 0x0 }
[14:10:51.349887103] (+0.000000011) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3 }
[14:10:51.349887109] (+0.000000006) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3, owner_id = 0x0 }
[14:10:51.349887581] (+0.000000472) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x20, owner_id = 0x0 }
[14:10:51.349893149] (+0.000005568) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0 }
[14:10:51.349893154] (+0.000000005) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, owner_id = 0x0 }
[14:10:51.349893244] (+0.000000090) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, is_valid = 1 }
[14:10:51.349893353] (+0.000000109) lib.ethdev.socket_id: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, socket_id = -1 }
[14:10:51.349893373] (+0.000000020) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1 }
[14:10:51.349893379] (+0.000000006) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, owner_id = 0x0 }
[14:10:51.349893399] (+0.000000020) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, is_valid = 1 }
[14:10:51.349893415] (+0.000000016) lib.ethdev.socket_id: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, socket_id = -1 }
[14:10:51.349893422] (+0.000000007) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2 }
[14:10:51.349893428] (+0.000000006) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2, owner_id = 0x0 }
[14:10:51.349893435] (+0.000000007) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2, is_valid = 1 }
[14:10:51.349893443] (+0.000000008) lib.ethdev.socket_id: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2, socket_id = -1 }
[14:10:51.349893450] (+0.000000007) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3 }
[14:10:51.349893456] (+0.000000006) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3, owner_id = 0x0 }
[14:10:51.349893462] (+0.000000006) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3, is_valid = 1 }
[14:10:51.349893469] (+0.000000007) lib.ethdev.socket_id: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3, socket_id = -1 }
[14:10:51.349893521] (+0.000000052) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x20, owner_id = 0x0 }
[14:10:51.362464032] (+0.012570511) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "testpmd: fwd_lcores", size = 0x20, align = 0x40, socket = -1, ptr = 0x17F06A500 }
[14:10:51.362464222] (+0.000000190) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "testpmd: fwd_lcores", size = 0x20, align = 0x40, socket = -1, ptr = 0x17F06A500 }
[14:10:51.362464376] (+0.000000154) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "testpmd: struct fwd_lcore", size = 0x40, align = 0x40, socket = -1, ptr = 0x17F06A440 }
[14:10:51.362464395] (+0.000000019) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "testpmd: struct fwd_lcore", size = 0x40, align = 0x40, socket = -1, ptr = 0x17F06A440 }
[14:10:51.362464548] (+0.000000153) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "testpmd: struct fwd_lcore", size = 0x40, align = 0x40, socket = -1, ptr = 0x17F06A380 }
[14:10:51.362464567] (+0.000000019) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "testpmd: struct fwd_lcore", size = 0x40, align = 0x40, socket = -1, ptr = 0x17F06A380 }
[14:10:51.362464651] (+0.000000084) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "testpmd: struct fwd_lcore", size = 0x40, align = 0x40, socket = -1, ptr = 0x17F06A2C0 }
[14:10:51.362464670] (+0.000000019) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "testpmd: struct fwd_lcore", size = 0x40, align = 0x40, socket = -1, ptr = 0x17F06A2C0 }
[14:10:51.362464810] (+0.000000140) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "testpmd: struct fwd_lcore", size = 0x40, align = 0x40, socket = -1, ptr = 0x17F06A200 }
[14:10:51.362464822] (+0.000000012) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "testpmd: struct fwd_lcore", size = 0x40, align = 0x40, socket = -1, ptr = 0x17F06A200 }
[14:10:51.362464951] (+0.000000129) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0 }
[14:10:51.362465013] (+0.000000062) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, owner_id = 0x0 }
[14:10:51.362465297] (+0.000000284) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, is_valid = 1 }
[14:10:51.362465363] (+0.000000066) lib.ethdev.socket_id: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, socket_id = -1 }
[14:10:51.362468171] (+0.000002808) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, is_valid = 1 }
[14:10:51.362469972] (+0.000001801) lib.eal.memzone.reserve: { cpu_id = 0xB, name = "dpdk-testpmd" }, { name = "rte_mbuf_dyn", len = 0x88, socket_id = -1, flags = 0x0, align = 0x40, bound = 0x0, mz = 0x100007090 }
[14:10:51.362470840] (+0.000000868) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "MBUF_DYNFLAG_TAILQ_ENTRY", size = 0x18, align = 0x0, socket = -1, ptr = 0x17F06A000 }
[14:10:51.362470859] (+0.000000019) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "MBUF_DYNFLAG_TAILQ_ENTRY", size = 0x18, align = 0x0, socket = -1, ptr = 0x17F06A000 }
[14:10:51.362470999] (+0.000000140) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "mbuf_dynflag", size = 0x48, align = 0x0, socket = -1, ptr = 0x17F069F00 }
[14:10:51.362471016] (+0.000000017) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "mbuf_dynflag", size = 0x48, align = 0x0, socket = -1, ptr = 0x17F069F00 }
[14:10:51.362471600] (+0.000000584) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, is_valid = 1 }
[14:10:51.362472325] (+0.000000725) lib.ethdev.info_get: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, dev_info_driver_name = "net_ixgbe_vf", dev_info_min_mtu = 0x2E, dev_info_max_mtu = 0x25EE, dev_info_min_rx_bufsize = 0x400, dev_info_max_rx_pktlen = 0x2600, dev_info_max_rx_queues = 0x4, dev_info_max_tx_queues = 0x4, dev_info_max_mac_addrs = 0x80, dev_info_rx_offload_capa = 0x9220F, dev_info_tx_offload_capa = 0x803F, dev_info_rx_queue_offload_capa = 0x1, dev_info_tx_queue_offload_capa = 0x0, dev_info_reta_size = 0x40, dev_info_hash_key_size = 0x28, dev_info_flow_type_rss_offloads = 0x38D34, dev_info_rx_desc_lim_nb_max = 0x1000, dev_info_rx_desc_lim_nb_min = 0x20, dev_info_rx_desc_lim_nb_align = 0x8, dev_info_tx_desc_lim_nb_max = 0x1000, dev_info_tx_desc_lim_nb_min = 0x20, dev_info_tx_desc_lim_nb_align = 0x8, dev_info_speed_capa = 0x0, dev_info_nb_rx_queues = 0x0, dev_info_nb_tx_queues = 0x0, dev_info_dev_capa = 0x0 }
[14:10:51.362472465] (+0.000000140) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1 }
[14:10:51.362472470] (+0.000000005) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, owner_id = 0x0 }
[14:10:51.362472503] (+0.000000033) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, is_valid = 1 }
[14:10:51.362472509] (+0.000000006) lib.ethdev.socket_id: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, socket_id = -1 }
[14:10:51.362472528] (+0.000000019) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, is_valid = 1 }
[14:10:51.362472579] (+0.000000051) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, is_valid = 1 }
[14:10:51.362472764] (+0.000000185) lib.ethdev.info_get: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, dev_info_driver_name = "net_ixgbe_vf", dev_info_min_mtu = 0x2E, dev_info_max_mtu = 0x25EE, dev_info_min_rx_bufsize = 0x400, dev_info_max_rx_pktlen = 0x2600, dev_info_max_rx_queues = 0x4, dev_info_max_tx_queues = 0x4, dev_info_max_mac_addrs = 0x80, dev_info_rx_offload_capa = 0x9220F, dev_info_tx_offload_capa = 0x803F, dev_info_rx_queue_offload_capa = 0x1, dev_info_tx_queue_offload_capa = 0x0, dev_info_reta_size = 0x40, dev_info_hash_key_size = 0x28, dev_info_flow_type_rss_offloads = 0x38D34, dev_info_rx_desc_lim_nb_max = 0x1000, dev_info_rx_desc_lim_nb_min = 0x20, dev_info_rx_desc_lim_nb_align = 0x8, dev_info_tx_desc_lim_nb_max = 0x1000, dev_info_tx_desc_lim_nb_min = 0x20, dev_info_tx_desc_lim_nb_align = 0x8, dev_info_speed_capa = 0x0, dev_info_nb_rx_queues = 0x0, dev_info_nb_tx_queues = 0x0, dev_info_dev_capa = 0x0 }
[14:10:51.362472799] (+0.000000035) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2 }
[14:10:51.362472805] (+0.000000006) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2, owner_id = 0x0 }
[14:10:51.362472872] (+0.000000067) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2, is_valid = 1 }
[14:10:51.362472877] (+0.000000005) lib.ethdev.socket_id: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2, socket_id = -1 }
[14:10:51.362472893] (+0.000000016) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2, is_valid = 1 }
[14:10:51.362472907] (+0.000000014) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2, is_valid = 1 }
[14:10:51.362472937] (+0.000000030) lib.ethdev.info_get: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2, dev_info_driver_name = "net_ixgbe_vf", dev_info_min_mtu = 0x2E, dev_info_max_mtu = 0x25EE, dev_info_min_rx_bufsize = 0x400, dev_info_max_rx_pktlen = 0x2600, dev_info_max_rx_queues = 0x4, dev_info_max_tx_queues = 0x4, dev_info_max_mac_addrs = 0x80, dev_info_rx_offload_capa = 0x9220F, dev_info_tx_offload_capa = 0x803F, dev_info_rx_queue_offload_capa = 0x1, dev_info_tx_queue_offload_capa = 0x0, dev_info_reta_size = 0x40, dev_info_hash_key_size = 0x28, dev_info_flow_type_rss_offloads = 0x38D34, dev_info_rx_desc_lim_nb_max = 0x1000, dev_info_rx_desc_lim_nb_min = 0x20, dev_info_rx_desc_lim_nb_align = 0x8, dev_info_tx_desc_lim_nb_max = 0x1000, dev_info_tx_desc_lim_nb_min = 0x20, dev_info_tx_desc_lim_nb_align = 0x8, dev_info_speed_capa = 0x0, dev_info_nb_rx_queues = 0x0, dev_info_nb_tx_queues = 0x0, dev_info_dev_capa = 0x0 }
[14:10:51.362473188] (+0.000000251) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3 }
[14:10:51.362473194] (+0.000000006) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3, owner_id = 0x0 }
[14:10:51.362473276] (+0.000000082) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3, is_valid = 1 }
[14:10:51.362473282] (+0.000000006) lib.ethdev.socket_id: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3, socket_id = -1 }
[14:10:51.362473322] (+0.000000040) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3, is_valid = 1 }
[14:10:51.362473331] (+0.000000009) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3, is_valid = 1 }
[14:10:51.362473358] (+0.000000027) lib.ethdev.info_get: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3, dev_info_driver_name = "net_ixgbe_vf", dev_info_min_mtu = 0x2E, dev_info_max_mtu = 0x25EE, dev_info_min_rx_bufsize = 0x400, dev_info_max_rx_pktlen = 0x2600, dev_info_max_rx_queues = 0x4, dev_info_max_tx_queues = 0x4, dev_info_max_mac_addrs = 0x80, dev_info_rx_offload_capa = 0x9220F, dev_info_tx_offload_capa = 0x803F, dev_info_rx_queue_offload_capa = 0x1, dev_info_tx_queue_offload_capa = 0x0, dev_info_reta_size = 0x40, dev_info_hash_key_size = 0x28, dev_info_flow_type_rss_offloads = 0x38D34, dev_info_rx_desc_lim_nb_max = 0x1000, dev_info_rx_desc_lim_nb_min = 0x20, dev_info_rx_desc_lim_nb_align = 0x8, dev_info_tx_desc_lim_nb_max = 0x1000, dev_info_tx_desc_lim_nb_min = 0x20, dev_info_tx_desc_lim_nb_align = 0x8, dev_info_speed_capa = 0x0, dev_info_nb_rx_queues = 0x0, dev_info_nb_tx_queues = 0x0, dev_info_dev_capa = 0x0 }
[14:10:51.362473873] (+0.000000515) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x20, owner_id = 0x0 }
[14:10:51.362482550] (+0.000008677) lib.eal.memzone.lookup: { cpu_id = 0xB, name = "dpdk-testpmd" }, { name = "mbuf_user_pool_ops", memzone = 0x0 }
[14:10:51.362482923] (+0.000000373) lib.eal.memzone.lookup: { cpu_id = 0xB, name = "dpdk-testpmd" }, { name = "mbuf_platform_pool_ops", memzone = 0x0 }
[14:10:51.362487044] (+0.000004121) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "MEMPOOL_TAILQ_ENTRY", size = 0x18, align = 0x0, socket = -1, ptr = 0x17F069E40 }
[14:10:51.362487131] (+0.000000087) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "MEMPOOL_TAILQ_ENTRY", size = 0x18, align = 0x0, socket = -1, ptr = 0x17F069E40 }
[14:10:51.362488028] (+0.000000897) lib.eal.memzone.reserve: { cpu_id = 0xB, name = "dpdk-testpmd" }, { name = "MP_mb_pool_0", len = 0x102100, socket_id = 0, flags = 0x6, align = 0x40, bound = 0x0, mz = 0x1000070D8 }
[14:10:51.362543939] (+0.000055911) lib.mempool.create.empty: { cpu_id = 0xB, name = "dpdk-testpmd" }, { name = "mb_pool_0", nb_elts = 0x2BD00, elt_size = 0x900, cache_size = 0xFA, private_data_size = 0x40, flags = 0x40, mempool = 0x17EF67CC0, mempool_ops_index = 0 }
[14:10:51.362544139] (+0.000000200) lib.eal.memzone.lookup: { cpu_id = 0xB, name = "dpdk-testpmd" }, { name = "mbuf_user_pool_ops", memzone = 0x0 }
[14:10:51.362544283] (+0.000000144) lib.eal.memzone.lookup: { cpu_id = 0xB, name = "dpdk-testpmd" }, { name = "mbuf_platform_pool_ops", memzone = 0x0 }
[14:10:51.362544691] (+0.000000408) lib.mempool.set.ops.byname: { cpu_id = 0xB, name = "dpdk-testpmd" }, { mempool = 0x17EF67CC0, mempool_name = "mb_pool_0", name = "ring_mp_mc", pool_config = 0x0 }
[14:10:51.362544952] (+0.000000261) lib.mempool.ops.alloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { mempool = 0x17EF67CC0, mempool_name = "mb_pool_0" }
[14:10:51.362546126] (+0.000001174) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "RING_TAILQ_ENTRY", size = 0x18, align = 0x0, socket = -1, ptr = 0x17EF67C00 }
[14:10:51.362546142] (+0.000000016) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "RING_TAILQ_ENTRY", size = 0x18, align = 0x0, socket = -1, ptr = 0x17EF67C00 }
[14:10:51.362546465] (+0.000000323) lib.eal.memzone.reserve: { cpu_id = 0xB, name = "dpdk-testpmd" }, { name = "RG_MP_mb_pool_0", len = 0x200180, socket_id = 0, flags = 0x0, align = 0x40, bound = 0x0, mz = 0x100007120 }
[14:10:51.362547840] (+0.000001375) lib.mempool.get.page.size: { cpu_id = 0xB, name = "dpdk-testpmd" }, { mempool = 0x17EF67CC0, mempool_name = "mb_pool_0", pg_sz = 0x40000000 }
[14:10:51.362548536] (+0.000000696) lib.eal.memzone.reserve: { cpu_id = 0xB, name = "dpdk-testpmd" }, { name = "MP_mb_pool_0_0", len = 0x1954493F, socket_id = 0, flags = 0x6, align = 0x40, bound = 0x0, mz = 0x100007168 }
[14:10:51.362548827] (+0.000000291) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "MEMPOOL_MEMHDR", size = 0x38, align = 0x0, socket = -1, ptr = 0x165822F80 }
[14:10:51.362548844] (+0.000000017) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "MEMPOOL_MEMHDR", size = 0x38, align = 0x0, socket = -1, ptr = 0x165822F80 }
[14:10:51.362548872] (+0.000000028) lib.mempool.ops.populate: { cpu_id = 0xB, name = "dpdk-testpmd" }, { mempool = 0x17EF67CC0, mempool_name = "mb_pool_0", max_objs = 0x2BD00, vaddr = 0x165823040, iova = 0xFE5823040, len = 0x19544940, obj_cb = 0x5651F80F8620, obj_cb_arg = 0x0 }
[14:10:51.362549100] (+0.000000228) lib.mempool.get.page.size: { cpu_id = 0xB, name = "dpdk-testpmd" }, { mempool = 0x17EF67CC0, mempool_name = "mb_pool_0", pg_sz = 0x40000000 }
